mean,var,shape,scale
1e-10,0.03847695393086172,2.5989583317766657e-19,384769539.30861723
1e-10,0.03857715433146293,2.5922077906726665e-19,385771543.31462926
1e-10,0.03867735473206413,2.5854922264654894e-19,386773547.3206413
1e-10,0.038777555132665335,2.5788113680163986e-19,387775551.32665336
1e-10,0.038877755533266535,2.5721649469819056e-19,388777555.3326653
1e-10,0.038977955933867735,2.565552697777837e-19,389779559.33867735
1e-10,0.03907815633446894,2.558974357543958e-19,390781563.3446894
1e-10,0.03917835673507014,2.552429666109144e-19,391783567.3507014
1e-10,0.03927855713567135,2.545918365957075e-19,392785571.3567135
1e-10,0.03937875753627255,2.539440202192465e-19,393787575.36272544
1e-10,0.03947895793687375,2.532994922507795e-19,394789579.36873746
1e-10,0.039579158337474954,2.5265822771505593e-19,395791583.37474954
1e-10,0.039679358738076154,2.5202020188910063e-19,396793587.3807615
1e-10,0.03977955913867736,2.513853902990362e-19,397795591.3867736
1e-10,0.03987975953927856,2.5075376871695415e-19,398797595.3927856
1e-10,0.03997995993987976,2.5012531315783194e-19,399799599.3987976
1e-10,0.040080160340480966,2.494999998764975e-19,400801603.40480965
1e-10,0.040180360741082166,2.488778053646383e-19,401803607.4108217
1e-10,0.040280561141683366,2.482587063478553e-19,402805611.41683364
1e-10,0.04038076154228457,2.476426797827608e-19,403807615.4228457
1e-10,0.04048096194288577,2.470297028541197e-19,404809619.4288577
1e-10,0.04058116234348698,2.464197529720323e-19,405811623.43486977
1e-10,0.04068136274408818,2.4581280776915967e-19,406813627.4408818
1e-10,0.04078156314468938,2.4520884509798915e-19,407815631.44689375
1e-10,0.040881763545290585,2.446078430281406e-19,408817635.45290583
1e-10,0.040981963945891785,2.440097798437121e-19,409819639.45891786
1e-10,0.04108216434649299,2.4341463404066387e-19,410821643.4649299
1e-10,0.04118236474709419,2.428223843242415e-19,411823647.4709419
1e-10,0.04128256514769539,2.422330096064356e-19,412825651.47695386
1e-10,0.0413827655482966,2.4164648900347895e-19,413827655.48296595
1e-10,0.0414829659488978,2.4106280183338e-19,414829659.48897797
1e-10,0.041583166349499,2.404819276134917e-19,415831663.49498993
1e-10,0.041683366750100204,2.399038460581153e-19,416833667.501002
