mean,var,beta_alpha,beta_beta,beta_feasible
0.01603206423,0.007615230553,0.01717854009,1.054332891,True
0.01603206423,0.007815631355,0.01632698614,1.002068768,True
0.01603206423,0.008016032156,0.01551800989,0.9524178512,True
0.01603206423,0.008216432958,0.0147484959,0.9051889301,True
0.01603206423,0.008416833759,0.01401562543,0.8602090053,True
0.01603206423,0.00861723456,0.01331684196,0.8173211699,True
0.01603206423,0.008817635362,0.01264982137,0.7763827816,True
0.01603206423,0.009018036163,0.01201244614,0.7372638772,True
0.01603206423,0.009218436965,0.01140278288,0.6998457947,True
0.01603206423,0.009418837766,0.01081906273,0.6640199711,True
0.01603206423,0.009619238567,0.01025966426,0.62968689,True
0.01603206423,0.009819639369,0.009723098378,0.5967551592,True
0.01603206423,0.01002004017,0.009207995131,0.5651406976,True
0.01603206423,0.01022044097,0.008713092011,0.5347660188,True
0.01603206423,0.01042084177,0.008237223626,0.5055595969,True
0.01603206423,0.01062124257,0.007779312539,0.4774553041,True
0.01603206423,0.01082164338,0.007338361122,0.450391911,True
0.01603206423,0.01102204418,0.006913444301,0.4243126413,True
0.01603206423,0.01122244498,0.006503703081,0.3991647741,True
0.01603206423,0.01142284578,0.006108338746,0.3748992882,True
0.01603206423,0.01162324658,0.005726607663,0.3514705431,True
0.01603206423,0.01182364738,0.005357816617,0.3288359928,True
0.01603206423,0.01202404818,0.005001318606,0.3069559275,True
0.01603206423,0.01222444899,0.004656509054,0.2857932414,True
0.01603206423,0.01242484979,0.004322822391,0.2653132226,True
0.01603206423,0.01262525059,0.003999728955,0.2454833631,True
0.01603206423,0.01282565139,0.003686732189,0.2262731867,True
0.01603206423,0.01302605219,0.003383366093,0.2076540927,True
0.01603206423,0.01322645299,0.003089192909,0.1895992136,True
0.01603206423,0.01342685379,0.002803801013,0.1720832861,True
0.01603206423,0.0136272546,0.002526802997,0.155082533,True
0.01603206423,0.0138276554,0.002257833909,0.1385745553,True
0.01603206423,0.0140280562,0.001996549652,0.1225382341,True
0.01603206423,0.014228457,0.001742625514,0.1069536403,True
0.01603206423,0.0144288578,0.001495754825,0.09180195182,True
0.01603206423,0.0146292586,0.001255647716,0.07706537811,True
0.01603206423,0.0148296594,0.001022029989,0.06272709019,True
0.01603206423,0.01503006021,0.0007946420677,0.0487711566,True
0.01603206423,0.01523046101,0.0005732380389,0.03518248442,True
0.01603206423,0.01543086181,0.0003575847642,0.02194676476,True
0.01603206423,0.01563126261,0.0001474610605,0.009050422531,True
0.01803607224,1e-10,3194327.676,173913394.7,True
0.01803607224,0.0002004009014,1.575932653,85.80077731,True
0.01803607224,0.0004008017028,0.7789484894,42.40941752,True
0.01803607224,0.0006012025042,0.513287013,27.94562611,True
0.01803607224,0.0008016033056,0.3804562583,20.7137295,True
0.01803607224,0.001002004107,0.3007578001,16.37459125,True
0.01803607224,0.001202404908,0.2476254925,13.48183229,True
0.01803607224,0.00140280571,0.2096738431,11.41557584,True
0.01803607224,0.001603206511,0.1812101054,9.865883464,True
0.01803607224,0.001803607313,0.1590716425,8.660567154,True
0.01803607224,0.002004008114,0.1413608719,7.696314094,True
0.01803607224,0.002204408915,0.1268702413,6.907379764,True
0.01803607224,0.002404809717,0.1147947156,6.249934484,True
0.01803607224,0.002605210518,0.1045769631,5.693634627,True
0.01803607224,0.00280561132,0.09581888948,5.216806176,True
0.01803607224,0.003006012121,0.08822855895,4.80355485,True
0.01803607224,0.003206412922,0.08158701971,4.441959937,True
0.01803607224,0.003406813724,0.075726838,4.122905602,True
0.01803607224,0.003607214525,0.07051778758,3.839301747,True
0.01803607224,0.003807615327,0.06585705823,3.585550928,True
0.01803607224,0.004008016128,0.06166240182,3.357175191,True
0.01803607224,0.004208416929,0.05786723647,3.150549524,True
0.01803607224,0.004408817731,0.05441708616,2.962708008,True
0.01803607224,0.004609218532,0.0512669489,2.791200536,True
